Id,Precinct,Violation,2007,2008,2009,2010,2011,2012,2013,2014,Max
7998,77,UNAUTHORIZED TAXI FOR HIRE,1,0,0,0,0,1,2,1,27
7999,77,OTHER MULTIPLE DWELLING,0,16,0,0,0,0,0,0,222
8000,77,UNSAFELY BACKING,1,3,3,1,1,0,0,0,25
8001,77,OBSTRUCTED VIEW,0,0,0,0,0,1,0,0,9
8002,77,NO STANDING (BUS LANE),0,0,0,0,0,1,0,0,14
8003,77,PRACTICE OF BARBERING WITHOUT A LICENSE,2,0,0,0,0,1,3,0,47
8004,77,FAILED TO DISPLAY BARBER LICENSE,2,0,0,0,2,1,3,0,45
8005,77,OTHER NEW YORK STATE EDUCATION LAW,0,0,0,0,0,0,0,1,14
8006,77,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,0,0,0,2,0,1,0,0,29
8007,77,FAIL TO YIELD AT LEFT TURN,0,0,1,0,0,0,0,0,1
8008,77,"RIFLE, SHOTGUN, AMMO SALE OR PURCHASE",0,0,1,0,1,0,0,0,4
8009,77,SAFETY BELT (NO CHILD SEAT),0,0,1,0,0,0,0,0,5
8010,77,TOW:PD RADIO/SCANNER-TOW TRUCK/ON PERSON,0,0,0,0,0,0,0,1,4
8011,77,NO BARBERS LICENSE,2,0,0,0,4,1,0,0,45
8013,78,CONSUMPTION OF ALCOHOL,365,482,369,382,511,534,560,696,6323
8014,78,CRUISING PROHIBITED - MEDALLION,0,0,3,1,0,0,1,2,184
8015,78,DISORDERLY CONDUCT,228,255,203,161,184,212,252,186,6537
8016,78,INADEQUATE MOTOR VEHICLE EQUIPMENT,0,0,0,0,0,0,1,1,335
8017,78,EXPOSURE OF PERSON,4,2,2,2,5,2,0,2,200
8018,78,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,0,32,92,8,3,31,0,0,3695
8019,78,LITTERING,29,56,31,18,27,31,24,26,1253
8020,78,"MARIJUANA, POSSESSION OF",17,39,36,36,48,46,49,41,1020
8021,78,NO CERTIFICATE OF AUTHORITY,0,1,0,0,0,0,0,0,530
8022,78,NO CHAUFFEURS LICENSE (CLASS E),18,5,4,8,8,7,8,12,285
8023,78,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,2,2,0,0,0,0,0,9,375
8024,78,NO TAX STAMP,1,21,1,6,1,0,0,0,437
8025,78,OTHER ADMINISTRATIVE CODE,19,74,91,100,145,76,180,97,2214
8026,78,OTHER HEALTH CODE,0,2,1,4,2,0,0,4,905
8027,78,OTHER NYS TRANSPORTATION,0,0,3,2,18,44,108,6,1420
8028,78,OTHER TAX LAW,0,1,0,0,2,0,0,0,130
8029,78,OTHER TRAFFIC REGULATIONS,0,1,1,4,13,11,13,70,773
8030,78,OTHER VEHICLE TRAFFIC LAW,9,5,4,2,6,13,23,26,541
8031,78,PAVEMENT MARKING (DISOBEY),1,0,0,0,0,0,0,0,84
8032,78,RECKLESS DRIVING,89,80,55,81,118,67,62,67,862
8033,78,TRESPASS,15,23,7,15,12,33,51,79,1068
8034,78,UNINSURED VEHICLE,2,2,0,0,0,2,0,8,163
8035,78,UNREGISTERED VEHICLE,0,0,0,0,0,1,2,2,268
8036,78,URINATING IN PUBLIC,108,125,109,109,144,86,131,121,3477
8037,78,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,0,16,7,3,3,19,7,0,337
8038,78,VENDOR: UNLICENSED,6,30,15,39,16,29,74,3,638
8039,78,INDETERMINABLE,38,0,0,14,10,8,7,3,1503
8040,78,FAILURE TO COMPLY WITH SIGN,408,502,828,1058,1107,1221,1264,1337,3756
8041,78,HIGHWAY USE TAX (NEW YORK STATE),1,0,0,0,2,0,0,0,91
8042,78,NOISE (UNREASONABLE),1,10,3,14,35,29,17,9,2681
8043,78,OTHER PENAL LAW,0,4,6,18,10,3,6,8,288
8044,78,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),56,87,32,19,141,70,23,37,1061
8045,78,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,9,41,7,7,7,1,1,0,305
8046,78,SPITTING IN PUBLIC,8,17,5,4,12,5,4,9,337
8047,78,UNLICENSED OPERATOR,0,2,1,0,1,0,0,1,41
8048,78,BICYCLE INFRACTION (COMMERCIAL),1,1,6,0,0,0,0,2,3180
8049,78,IMPROPER PLATES,0,0,0,0,1,0,0,0,65
8050,78,"KNIFE, ANY IN PUBLIC VIEW",13,18,8,5,8,8,10,10,342
8051,78,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,2,0,0,0,0,2,1,1,35
8052,78,FAIL TO COMPLY WITH ORDER,0,0,0,0,0,0,0,1,13
8053,78,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,0,3,8,2,2,1,22,31,683
8054,78,UNINSURED VEHICLES FOR HIRE,1,1,0,0,1,0,0,0,164
8055,78,OTHER PARK REGULATIONS,66,84,279,324,198,93,67,37,536
8056,78,ACCEPT ON HAIL,34,31,36,11,64,87,111,80,694
8057,78,OTHER TRANSIT REGULATIONS,0,1,0,2,0,0,1,2,145
8058,78,UNDERAGE DRINKING,0,7,14,10,3,0,2,1,484
8059,78,NO TRIP SHEET,0,0,0,0,0,0,5,0,177
8060,78,POSSESSION OF KNIFE,2,6,7,7,5,2,4,9,67
8061,78,REVOKED REGISTRATION,2,0,0,0,0,0,0,1,139
8062,78,UNAUTHORIZED POSTING,4,0,0,0,0,1,0,1,133
8063,78,INVALID PROOF OF INSURANCE,0,0,0,0,0,0,0,4,32
8064,78,NO SECURITY GUARD LICENSE,1,0,0,2,0,0,1,0,66
8065,78,NOISE (DEVICE),0,0,0,1,2,2,1,0,376
8066,78,OTHER TAXI LIMOUSINE COMMISSION,0,0,0,1,0,1,35,10,279
8067,78,SALE OF ALCOHOL TO A MINOR,0,0,0,1,9,9,7,1,69
8068,78,VEHICLE IN PARK,58,91,102,73,37,42,33,58,623
8069,78,HARASSMENT 2,2,1,5,2,0,2,2,2,53
8070,78,NOISE (HORN/ALARM),0,2,4,3,2,4,4,0,121
8071,78,DISORDERLY PERSON IN PARK,12,16,6,13,6,1,3,3,104
8072,78,DOG: UNLEASHED,14,10,6,8,13,7,13,10,345
8073,78,DOG: UNLICENSED,5,3,5,4,8,4,2,1,272
8074,78,OBSTRUCTED VIEW OF PREMISE,0,0,0,0,1,0,0,0,56
8075,78,OTHER ALCOHOL BEVERAGE CONTROL LAWS,7,3,10,9,19,23,14,0,293
8076,78,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",0,1,0,0,0,0,2,2,87
8077,78,UNLICENSED SALE OF ALCOHOL,0,0,1,2,4,0,0,0,100
8078,78,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,0,0,0,0,0,1,10
8079,78,BICYCLE ON SIDEWALK,56,96,177,424,330,222,304,13,2730
8080,78,UNLAWFULLY POSTING ADVERTISEMENTS,0,0,0,0,0,0,2,0,45
8081,78,BOX CUTTER,3,2,3,4,6,0,1,2,55
8082,78,LITTERNG,9,10,7,3,4,3,2,2,28
8083,78,SEX IN PARK,12,11,2,0,0,1,0,4,42
8084,78,FIREWORKS,3,3,0,7,2,0,1,0,72
8085,78,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,0,0,0,1,0,13,13
8086,78,UNLICENSED VEHICLE FOR HIRE,29,24,37,15,61,119,101,146,705
8087,78,ILLEGAL BOTTLE CLUB,0,0,0,0,2,3,0,0,106
8088,78,LOITERING (SEXUAL CONDUCT),0,2,0,0,0,0,0,2,6
8089,78,POSSESSION OF MACE,0,0,0,0,2,1,0,3,12
8090,78,VENDING ON PARKING METER,0,3,1,3,0,3,8,1,274
8091,78,URINATE/DEFICATE IN PARK,33,43,48,41,11,21,18,17,88
8092,78,BICYCLE (OTHER),0,1,0,0,1,0,1,0,29
8093,78,NO PREGNANCY WARNING SIGN,0,0,1,1,2,1,1,0,31
8094,78,JAYWALKING,0,0,2,1,0,0,0,27,324
8095,78,RED LIGHT (DISOBEY),0,1,0,0,0,0,0,0,548
8096,78,VENDOR: (OTHER),0,0,0,11,3,26,25,0,1608
8097,78,INSURANCE STAMP EXPIRED,0,0,2,0,0,0,2,1,44
8098,78,NO BUSINESS CERTIFICATE,0,0,0,1,1,0,0,0,89
8099,78,KEY IN IGNITION,0,0,0,0,0,0,0,2,558
8100,78,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),0,0,0,1,0,0,1,0,6
8101,78,IMPROPER STICKER,0,0,0,0,0,2,6,28,539
8102,78,PANHANDLING,10,13,5,3,0,1,0,0,284
8103,78,UNAUTHORIZED USE OF POLICE INSIGNIA,1,0,0,0,0,0,0,0,35
8104,78,PICK-UP FARE IN BUS STOP,1,0,1,0,3,0,2,6,23
8105,78,TAXI-NO METER,0,0,0,0,1,1,2,14,24
8106,78,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,4,8,5,44,13,2,778
8107,78,DOG: FAILURE TO REMOVE CANINE WASTE,0,2,2,0,1,3,5,1,73
8108,78,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",1,2,2,0,0,0,0,0,16
8109,78,DOG: NO VACCINATION,2,0,3,2,1,0,1,1,250
8110,78,IMPROPER TURN,0,1,0,0,0,1,0,0,4
8111,78,VENDOR: FAIL TO DISPLAY PERMIT,0,0,7,62,9,65,27,0,400
8112,78,PICK UP HAIL IN BUS STOP,0,2,0,0,2,1,4,5,271
8113,78,SMOKING IN TRAIN STATION,0,0,1,0,1,0,0,1,74
8114,78,VENDOR: FAIL TO DISPLAY PRICES,0,0,0,3,0,2,6,0,416
8115,78,IDLING OF VEHICLE,0,1,0,2,0,0,2,4,216
8116,78,CONSUMPTION OF ALCOHOL IN PARK,260,502,538,431,145,350,326,223,538
8117,78,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,0,0,0,0,0,0,0,1,14
8118,78,BIKE IN PARK,21,12,31,24,26,241,130,241,885
8119,78,OTHER AGRICULTURE & MARKETS LAW,0,0,0,0,0,0,1,0,10
8120,78,NO SMOKING SIGNS NOT POSTED,3,0,0,0,0,0,0,0,162
8121,78,SMOKING IN ELEVATOR,11,5,4,6,1,1,1,1,217
8122,78,UNAUTHORIZED RADIO,0,0,0,0,1,1,9,20,71
8123,78,LOITERING (GAMBLING),6,1,1,0,0,0,0,0,473
8124,78,OPEN FIRE,0,0,0,0,0,0,1,0,33
8125,78,LOITERING (SCHOOL),0,3,1,5,5,0,1,0,143
8126,78,DRIVE ON SIDEWALK,0,0,0,0,0,0,0,1,20
8127,78,"FIREWORKS, POSSESS/USE",0,14,2,1,6,0,0,0,72
8128,78,FIRE WITHOUT PERMIT,2,1,5,3,2,3,5,6,73
8129,78,AGGRAVATED UNLICENSED OPERATOR,1,0,1,0,1,4,4,16,208
8130,78,FAIL TO YIELD FOR EMERGENCY VEHICLE,0,1,0,0,0,0,0,0,5
8131,78,DOG IN PARK,56,24,21,26,18,8,25,35,35
8132,78,VENDOR: OVERSIZE TABLE,0,0,0,1,2,0,0,0,96
8133,78,OPEN HYDRANT,0,1,0,0,0,0,0,0,12
8134,78,DUMPING,0,0,0,0,0,4,0,0,10
8135,78,BICYCLE NO SAFETY HELMET,0,0,0,1,0,0,0,0,15
8136,78,WINDSHIELD WASHERS,0,1,0,0,0,0,0,0,11
8137,78,LOITERING (BEGGING),0,0,0,0,0,0,0,1,5
8138,78,LOITERING (UNCLASSIFIED),2,3,0,0,0,0,0,0,14
8139,78,UNAUTHORIZED COLOR (TAXI YELLOW),0,1,0,0,0,0,0,0,11
8140,78,POLICE RADIO OR EQUIPMENT,0,0,0,0,0,0,2,0,5
8141,78,MOTORCYCLE (OTHER),0,0,0,1,0,0,1,0,10
8142,78,OBSTRUCTED VIEW,0,0,0,0,0,0,1,0,9
8143,78,TICKET SPECULATION,0,0,0,0,0,0,3,0,468
8144,78,LOITERING (TRANSPORTATION FACILITY/SLEEPING),0,1,0,0,0,0,0,0,2
8145,78,NO STANDING (BUS STOP),0,0,0,0,0,0,0,1,23
8146,78,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,0,0,0,1,0,0,1,0,29
8148,79,CONSUMPTION OF ALCOHOL,5234,4735,6094,5401,3411,3871,4326,2960,6323
8149,79,CRUISING PROHIBITED - MEDALLION,28,12,24,13,2,4,2,0,184
8150,79,DEFECTIVE BREAKLIGHT,3,0,0,0,0,3,0,0,59
8151,79,DEFECTIVE HEADLIGHT,0,0,0,0,0,0,1,0,31
8152,79,DISORDERLY CONDUCT,3666,2552,3170,1817,1720,1604,988,658,6537
8153,79,INADEQUATE MOTOR VEHICLE EQUIPMENT,2,2,0,0,1,2,5,0,335
8154,79,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,18,6,1,2,2,2,0,0,61
8155,79,EXPOSURE OF PERSON,33,32,22,21,13,10,9,4,200
8156,79,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,0,15,0,1,0,2,0,0,3695
8157,79,LITTERING,484,485,769,459,383,397,330,193,1253
8158,79,"MARIJUANA, POSSESSION OF",321,287,318,232,131,190,218,172,1020
8159,79,NO CERTIFICATE OF AUTHORITY,10,22,4,1,0,0,0,0,530
8160,79,NO CHAUFFEURS LICENSE (CLASS E),62,51,62,86,38,33,41,10,285
8161,79,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,5,12,18,33,57,34,8,0,375
8162,79,NO TAX STAMP,3,1,8,76,1,1,1,3,437
8163,79,OBSTRUCTING TRAFFIC,2,0,0,1,0,0,0,0,117
8164,79,OTHER ADMINISTRATIVE CODE,1018,868,335,251,166,229,277,360,2214
8165,79,OTHER HEALTH CODE,148,11,10,14,7,9,60,95,905
8166,79,OTHER NYS TRANSPORTATION,7,7,26,10,3,6,17,14,1420
8167,79,OTHER TAX LAW,5,3,10,1,0,0,1,1,130
8168,79,OTHER TRAFFIC REGULATIONS,14,19,19,28,12,26,5,6,773
8169,79,OTHER VEHICLE TRAFFIC LAW,83,75,151,39,29,26,18,19,541
8170,79,PAVEMENT MARKING (DISOBEY),1,0,1,0,0,0,0,0,84
8171,79,RECKLESS DRIVING,484,291,383,378,285,209,170,71,862
8172,79,TRESPASS,472,497,606,590,302,266,112,143,1068
8173,79,UNINSPECTED VEHICLE,0,1,0,0,0,0,0,0,25
8174,79,UNINSURED VEHICLE,50,12,8,12,3,13,1,0,163
8175,79,UNREGISTERED VEHICLE,183,89,21,7,8,5,2,5,268
8176,79,URINATING IN PUBLIC,1305,1288,1241,1165,699,722,845,748,3477
8177,79,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,34,7,4,0,2,1,2,1,337
8178,79,VENDOR: UNLICENSED,229,180,288,173,148,106,48,42,638
8179,79,INDETERMINABLE,120,23,60,46,18,47,197,70,1503
8180,79,FAILURE TO COMPLY WITH SIGN,1025,666,1250,1062,797,908,650,595,3756
8181,79,NOISE (UNREASONABLE),102,87,214,208,66,129,266,41,2681
8182,79,OTHER PENAL LAW,45,17,10,15,10,7,8,15,288
8183,79,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),178,730,938,249,95,517,1061,296,1061
8184,79,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,26,22,73,62,45,44,17,3,305
8185,79,SPITTING IN PUBLIC,91,107,133,92,91,110,115,53,337
8186,79,UNLICENSED OPERATOR,2,3,6,2,5,6,6,3,41
8187,79,BICYCLE INFRACTION (COMMERCIAL),2,5,0,4,1,5,5,0,3180
8188,79,DOING BUS WITH OTHER NAME,3,8,2,0,0,0,0,0,24
8189,79,IMPROPER PLATES,0,1,0,0,0,0,0,0,65
8190,79,"KNIFE, ANY IN PUBLIC VIEW",100,172,342,229,131,72,64,42,342
8191,79,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,12,3,0,0,0,4,15,5,35
8192,79,FAIL TO COMPLY WITH ORDER,0,0,1,0,0,1,0,0,13
8193,79,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,32,24,39,65,39,24,20,0,683
8194,79,SAFETY BELT (ADULT),0,0,0,0,1,0,0,0,9
8195,79,UNINSURED VEHICLES FOR HIRE,14,9,14,6,0,2,0,0,164
8196,79,OTHER PARK REGULATIONS,85,40,41,24,43,19,24,10,536
8197,79,ACCEPT ON HAIL,158,95,303,152,115,72,17,3,694
8198,79,OTHER TRANSIT REGULATIONS,1,2,6,1,6,9,0,0,145
8199,79,UNDERAGE DRINKING,34,17,64,68,67,34,20,8,484
8200,79,MISUSE OF DEALER PLATES,2,0,0,0,0,0,0,0,3
8201,79,NO TRIP SHEET,17,7,14,8,0,1,4,1,177
8202,79,POSSESSION OF KNIFE,14,10,18,8,8,15,13,9,67
8203,79,REVOKED REGISTRATION,4,0,13,5,1,3,3,1,139
8204,79,UNAUTHORIZED POSTING,6,6,18,12,17,7,3,5,133
8205,79,INVALID PROOF OF INSURANCE,3,1,1,2,3,5,0,0,32
8206,79,NO SECURITY GUARD LICENSE,7,13,5,2,3,15,9,4,66
8207,79,NOISE (DEVICE),41,8,4,2,5,11,8,7,376
8208,79,OTHER TAXI LIMOUSINE COMMISSION,3,14,12,6,0,7,5,11,279
8209,79,SALE OF ALCOHOL TO A MINOR,0,0,2,0,2,8,3,2,69
8210,79,SOUND REPRODUCTION DEVICE-NO PERMIT,0,1,2,0,0,2,1,1,51
8211,79,VEHICLE IN PARK,0,2,0,0,0,0,0,0,623
8212,79,HARASSMENT 2,16,12,53,20,8,5,11,10,53
8213,79,NOISE (HORN/ALARM),5,1,6,6,1,3,10,3,121
8214,79,DISORDERLY PERSON IN PARK,0,0,6,2,2,0,0,2,104
8215,79,DOG: UNLEASHED,246,250,277,162,114,104,73,39,345
8216,79,DOG: UNLICENSED,49,110,181,166,146,79,4,3,272
8217,79,FAILURE TO SURRENDER LICENSE OR REGISTRATION,0,1,0,2,0,1,0,0,54
8218,79,OBSTRUCTED VIEW OF PREMISE,3,0,0,0,0,3,4,1,56
8219,79,OTHER ALCOHOL BEVERAGE CONTROL LAWS,27,20,8,8,7,57,57,34,293
8220,79,"UNAUTHORIZED SIGNS (TAXI, CAR SERVICE)",1,2,6,1,3,0,0,0,87
8221,79,UNLICENSED SALE OF ALCOHOL,6,3,2,1,2,11,6,4,100
8222,79,CONSUMPTION OF ALCOHOL IN VEHICLE,0,0,0,1,0,0,0,0,10
8223,79,BICYCLE ON SIDEWALK,1999,1805,2730,2400,1484,993,1149,322,2730
8224,79,FIRE HYDRANT,0,0,0,0,1,0,0,0,4
8225,79,OTHER BUSINESS LAW,21,21,2,0,0,0,0,0,80
8226,79,UNLAWFULLY POSTING ADVERTISEMENTS,3,2,3,3,0,3,0,1,45
8227,79,BOX CUTTER,20,20,19,7,6,7,3,4,55
8228,79,LITTERNG,2,1,3,4,1,0,0,3,28
8229,79,SEX IN PARK,1,3,3,1,0,0,0,1,42
8230,79,VENDING: NO TAX STAMP,1,0,0,0,0,0,0,0,317
8231,79,FIREWORKS,6,3,2,4,6,8,22,14,72
8232,79,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,0,0,1,1,2,0,0,2,13
8233,79,FOOD PROTECTION/STORAGE/TRANSPORTATION,0,0,0,2,0,0,0,0,31
8234,79,UNLICENSED VEHICLE FOR HIRE,143,66,165,125,128,158,66,10,705
8235,79,ILLEGAL BOTTLE CLUB,12,7,3,2,4,16,22,8,106
8236,79,LOITERING (SEXUAL CONDUCT),1,3,2,0,0,0,0,0,6
8237,79,POSSESSION OF MACE,2,2,2,2,5,2,3,2,12
8238,79,VENDING ON PARKING METER,1,1,0,1,1,0,0,0,274
8239,79,UNLICENSED CABARET,1,0,0,0,0,1,1,1,98
8240,79,URINATE/DEFICATE IN PARK,9,4,1,5,0,1,3,1,88
8241,79,NO PREGNANCY WARNING SIGN,1,1,0,0,0,5,6,0,31
8242,79,JAYWALKING,3,0,9,17,3,0,0,45,324
8243,79,RED LIGHT (DISOBEY),1,2,2,1,0,1,0,1,548
8244,79,VENDOR: (OTHER),0,0,6,4,6,3,2,2,1608
8245,79,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,2,1,2,0,0,0,0,0,263
8246,79,INSURANCE STAMP EXPIRED,5,2,10,1,6,0,0,0,44
8247,79,NO BUSINESS CERTIFICATE,12,17,7,1,0,7,6,3,89
8248,79,KEY IN IGNITION,3,2,16,27,8,8,14,3,558
8249,79,OTHER SANITARY CODE,0,0,0,3,0,0,0,2,27
8250,79,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),3,2,2,2,0,2,0,1,6
8251,79,AFTER HOURS CONSUMPTION,0,2,0,2,0,0,3,1,203
8252,79,IMPROPER STICKER,2,0,0,0,0,0,0,0,539
8253,79,PANHANDLING,67,22,11,2,3,6,16,21,284
8254,79,UNATTENDED VEHICLE (ENGINE RUNNING),0,0,0,1,0,0,0,1,24
8255,79,UNAUTHORIZED USE OF POLICE INSIGNIA,1,0,0,0,0,0,0,0,35
8256,79,PICK-UP FARE IN BUS STOP,0,4,10,1,0,2,0,0,23
8257,79,TAXI-NO METER,1,0,2,1,0,0,0,0,24
8258,79,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,0,0,1,5,4,1,0,0,778
8259,79,DOG: FAILURE TO REMOVE CANINE WASTE,37,48,48,36,33,27,21,22,73
8260,79,"IMITATION PISTOL/AIR RIFLE, POSSESSION OF",2,2,2,1,1,1,0,0,16
8261,79,DOG: NO VACCINATION,19,2,2,18,1,2,0,0,250
8262,79,IMPROPER TURN,0,0,0,1,0,0,1,0,4
8263,79,VENDOR: FAIL TO DISPLAY PERMIT,0,0,6,1,1,1,0,0,400
8264,79,GRAFFITI,1,1,0,0,0,0,1,0,20
8265,79,PICK UP HAIL IN BUS STOP,13,0,3,4,1,5,1,2,271
8266,79,SMOKING IN TRAIN STATION,122,0,0,1,2,6,1,0,74
8267,79,LOITERING (MASKED/DISGUISE),0,1,0,0,1,0,2,1,13
8268,79,OTHER ENVIRONMENTAL CONSERVATION LAW,0,0,2,3,0,0,0,0,14
8269,79,IDLING OF VEHICLE,41,25,37,17,5,66,36,13,216
8270,79,VIOLATE LEARNERS PERMIT,0,1,0,0,0,0,0,0,1
8271,79,CONSUMPTION OF ALCOHOL IN PARK,29,12,23,10,8,6,3,4,538
8272,79,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,0,0,0,0,0,1,0,0,14
8273,79,TOW TRUCK VIOLATIONS (OTHER),0,0,1,5,3,5,6,2,36
8274,79,WRONG WAY,0,0,0,1,0,0,0,0,3
8275,79,BIKE IN PARK,1,0,8,0,2,1,0,1,885
8276,79,OTHER AGRICULTURE & MARKETS LAW,0,0,0,0,0,0,4,1,10
8277,79,OTHER NYS WORK COMPENSATION,0,0,0,0,0,0,0,1,14
8278,79,NO SMOKING SIGNS NOT POSTED,128,11,1,3,4,0,0,1,162
8279,79,SMOKING IN ELEVATOR,116,114,77,18,34,26,23,16,217
8280,79,UNAUTHORIZED RADIO,2,1,0,0,0,0,0,0,71
8281,79,LOITERING (GAMBLING),83,63,269,80,24,68,30,36,473
8282,79,IN PUBLIC UNDER DRUGS,2,0,0,0,0,0,0,0,5
8283,79,REGISTRATION STICKER MISSING/EXPIRED,0,1,0,0,0,0,0,0,2
8284,79,NO MEDALLION,4,0,0,1,0,0,0,0,7
8285,79,OPEN FIRE,3,10,9,22,9,8,4,0,33
8286,79,LOITERING (SCHOOL),7,0,1,1,0,3,8,3,143
8287,79,DRIVE ON SIDEWALK,0,0,2,9,6,0,0,0,20
8288,79,"FIREWORKS, POSSESS/USE",0,4,0,9,13,3,4,4,72
8289,79,FIRE WITHOUT PERMIT,1,1,3,1,1,1,0,0,73
8290,79,AGGRAVATED UNLICENSED OPERATOR,1,5,8,4,6,7,15,4,208
8291,79,FAIL TO YIELD FOR EMERGENCY VEHICLE,0,1,2,1,0,0,0,0,5
8292,79,PROMOTING EXPOSURE,0,0,1,0,0,0,0,1,7
8293,79,DOG IN PARK,2,3,3,3,0,1,1,0,35
8294,79,PICK UP FROM BUS STOP,0,6,18,3,0,0,0,0,158
8295,79,CROSSWALK,0,0,0,1,2,0,2,0,11
8296,79,NON PAYMENT OF FARE (BUS),0,0,0,0,0,2,1,1,468
8297,79,OPEN HYDRANT,2,1,3,3,2,2,0,0,12
8298,79,BICYCLE NO BELL,0,1,0,0,0,0,0,0,61
8299,79,DUMPING,8,3,4,10,4,1,1,0,10
8300,79,BICYCLE NO SAFETY HELMET,0,1,0,1,0,0,0,0,15
8301,79,OFFENSIVE EXHIBITION,0,0,0,1,1,0,0,0,3
8302,79,IMPROPER ENTRANCE/EXIT,0,0,1,1,0,0,0,0,9
8303,79,CRUISING,3,1,5,1,0,0,0,0,9
8304,79,NON PAYMENT OF FARE (OTHER),0,0,0,0,0,1,1,0,177
8305,79,WINDSHIELD WASHERS,1,0,3,5,3,2,1,11,11
8306,79,SPEEDING,0,0,0,0,1,0,0,0,14
8307,79,LOITERING (BEGGING),2,0,1,0,0,0,0,0,5
8308,79,LOITERING (UNCLASSIFIED),2,1,1,0,0,0,0,0,14
8309,79,UNAUTHORIZED COLOR (TAXI YELLOW),0,0,1,0,0,0,0,0,11
8310,79,LOITERING (TRANSPORTATION FACILITY),0,0,0,0,0,0,1,0,6
8311,79,UNAUTHORIZED TAXI FOR HIRE,0,0,0,1,0,2,2,0,27
8312,79,MOTORCYCLE (OTHER),0,0,0,1,1,0,0,0,10
8313,79,UNSAFELY BACKING,0,0,0,2,0,0,0,0,25
8314,79,MOTORCYCLE HELMET REQUIRED,0,0,0,0,1,0,0,0,3
8315,79,MISSING EQUIPMENT,1,0,0,0,0,0,0,0,3
8316,79,U-TURN,0,0,0,1,0,0,0,0,24
8317,79,PRACTICE OF BARBERING WITHOUT A LICENSE,1,1,0,0,1,0,0,0,47
8318,79,FAILED TO DISPLAY BARBER LICENSE,1,5,0,0,2,0,4,0,45
8319,79,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,0,0,1,5,7,3,1,1,29
8320,79,"RIFLE, SHOTGUN, AMMO SALE OR PURCHASE",0,0,0,0,0,1,0,0,4
8321,79,SAFETY BELT (NO CHILD SEAT),0,0,1,0,0,0,0,0,5
8322,79,TOW:PD RADIO/SCANNER-TOW TRUCK/ON PERSON,0,0,1,3,1,0,1,0,4
8323,79,NO BARBERS LICENSE,0,0,0,0,0,0,2,0,45
8324,79,EXCAVATION (VEHICLE OBSTRUCTING TRAFFIC),1,0,0,0,0,0,0,0,4
8325,79,DOUBLE PARKING,0,0,0,0,0,1,0,0,2
8327,81,CONSUMPTION OF ALCOHOL,1851,2916,2593,3384,2563,2076,1617,1551,6323
8328,81,CRUISING PROHIBITED - MEDALLION,23,5,7,4,5,4,2,1,184
8329,81,DEFECTIVE BREAKLIGHT,2,0,3,0,0,1,0,0,59
8330,81,DEFECTIVE HEADLIGHT,0,2,0,0,0,0,0,0,31
8331,81,DISORDERLY CONDUCT,1293,1767,1573,1153,677,537,409,399,6537
8332,81,INADEQUATE MOTOR VEHICLE EQUIPMENT,3,0,8,3,1,2,0,0,335
8333,81,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,1,0,0,0,1,2,0,0,61
8334,81,EXPOSURE OF PERSON,22,10,9,15,5,2,2,5,200
8335,81,LITTERING,114,173,118,250,165,104,128,117,1253
8336,81,"MARIJUANA, POSSESSION OF",189,193,153,209,122,132,125,103,1020
8337,81,NO CERTIFICATE OF AUTHORITY,15,2,4,7,0,3,5,0,530
8338,81,NO CHAUFFEURS LICENSE (CLASS E),56,36,27,56,57,72,40,52,285
